Cal Year,Cal Quarter,Cal Month,Cal Month #,Province,Market,Media Type,Media Sub Type,Ad Spend
2018,Q1,February,02,Ontario,Sault Sainte Marie,Linear Television,Specialty TV,8954
2023,Q2,June,06,Alberta,Calgary - Lethbridge,Linear Television,Spot TV,1073929
2018,Q2,June,06,Ontario,Barrie - Orillia,Newspapers,Community Newspaper,134868
2021,Q2,June,06,Ontario,Pembroke - Petawawa,Linear Television,Specialty TV,0
2022,Q2,June,06,Ontario,Thunder Bay,Linear Television,Specialty TV,3362
2018,Q3,August,08,Ontario,Windsor,Linear Television,Spot TV,23670
2019,Q3,July,07,National,National,Digital,Other,213670
2021,Q4,November,11,Northwest Territories,Yellowknife,Radio,Spot Radio,11012
2019,Q2,May,05,British Columbia,Vancouver - Victoria,Magazines,Trade Magazines,15959
2018,Q3,September,09,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Other,350894
2021,Q3,September,09,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Spot TV,22803
2018,Q3,July,07,Quebec,Quebec City - Levis,Linear Television,Specialty TV,231831
2023,Q1,January,01,British Columbia,Kelowna - Okanagan Valley - Kamloops,Newspapers,Other,698
2020,Q1,January,01,Saskatchewan,Prince Albert,Newspapers,Dailies,926
2020,Q2,April,04,Ontario,Thunder Bay,Linear Television,Conventional TV,30887
2022,Q3,August,08,Saskatchewan,Saskatoon,Linear Television,Specialty TV,21369
2018,Q3,September,09,Alberta,Edmonton,Linear Television,Specialty TV,681265
2018,Q4,December,12,National,National,Linear Television,Spot TV,121209
2021,Q2,June,06,Quebec,Quebec City - Levis,Linear Television,Specialty TV,65009
2023,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Spot Radio,3719723
2022,Q3,August,08,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Radio,Spot Radio,540324
2021,Q3,August,08,Quebec,Saguenay,Newspapers,Community Newspaper,9422
2019,Q2,June,06,Manitoba,Winnipeg - Brandon,Linear Television,Spot TV,526697
2020,Q4,December,12,Ontario,Peterborough - Belleville - Trenton,Radio,Spot Radio,257025
2021,Q3,September,09,Saskatchewan,Regina - Moose Jaw,Linear Television,Conventional TV,176717
2019,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Transit,267140
2019,Q2,May,05,Manitoba,Winnipeg - Brandon,Radio,Other,16254
2020,Q4,December,12,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Community Newspaper,443087
2020,Q3,September,09,Multi-Market,Ottawa - Gatineau,Newspapers,Community Newspaper,85159
2022,Q2,June,06,Quebec,Saguenay,Linear Television,Conventional TV,25867
2019,Q2,April,04,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Spot TV,118555
2020,Q1,March,03,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Conventional TV,544494
2022,Q2,April,04,Saskatchewan,Swift Current,Linear Television,Conventional TV,1585
2018,Q4,October,10,Alberta,Medicine Hat,Linear Television,Specialty TV,40215
2022,Q3,September,09,Quebec,Saguenay,Linear Television,Conventional TV,40917
2020,Q1,March,03,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Newspapers,Dailies,19968
2019,Q2,May,05,National,National,Digital,Pure Play - Social,60197058
2019,Q3,September,09,Ontario,Barrie - Orillia,Newspapers,Community Newspaper,65133
2021,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,12576
2021,Q3,September,09,Ontario,Sault Sainte Marie,Linear Television,Specialty TV,10
2019,Q4,October,10,British Columbia,Vancouver - Victoria,Out of Home,Transit,8831
2020,Q3,September,09,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Magazines,Consumer Magazines,1690
2020,Q2,June,06,National,National,Digital,Mobile Ad Network/Ad Exchange,529869
2018,Q1,January,01,Quebec,Quebec City - Levis,Radio,Spot Radio,495915
2020,Q4,December,12,National,National,Out of Home,Ad Sales House,10059
2022,Q3,July,07,Multi-Market,Multi-Market,Linear Television,Spot TV,100296
2022,Q2,May,05,Saskatchewan,Saskatoon,Newspapers,Dailies,1639
2020,Q2,April,04,Multi-Market,Ottawa - Gatineau,Newspapers,Community Newspaper,2652
2022,Q3,July,07,Ontario,Windsor,Newspapers,Community Newspaper,2419
2018,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Other,49260
2021,Q1,March,03,Ontario,Pembroke - Petawawa,Radio,Spot Radio,46826
2018,Q2,June,06,Multi-Market,Ottawa - Gatineau,Magazines,Consumer Magazines,1765
2021,Q3,September,09,Ontario,Peterborough - Belleville - Trenton,Linear Television,Conventional TV,111556
2018,Q1,January,01,Prince Edward Island,Charlottetown,Linear Television,Specialty TV,11083
2019,Q4,October,10,Quebec,Riviere Du Loup,Linear Television,Spot TV,2254
2020,Q1,March,03,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Specialty TV,22235
2021,Q2,June,06,Prince Edward Island,Charlottetown,Linear Television,Conventional TV,12106
2018,Q2,May,05,Alberta,Medicine Hat,Linear Television,Specialty TV,64099
2021,Q2,June,06,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Conventional TV,8946
2023,Q2,April,04,National,National,Linear Television,Specialty TV,79619220
2018,Q4,November,11,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Spot TV,2282931
2018,Q4,November,11,Quebec,Quebec City - Levis,Magazines,Trade Magazines,11565
2020,Q4,December,12,Ontario,London - Woodstock - Wingham,Linear Television,Specialty TV,62054
2019,Q3,July,07,Alberta,Edmonton,Radio,Spot Radio,1722067
2018,Q4,December,12,Nova Scotia,Sydney - Glace Bay,Linear Television,Spot TV,499
2018,Q2,June,06,National,National,Digital,Pure Play - Internet Radio,2513041
2020,Q2,May,05,British Columbia,Vancouver - Victoria,Magazines,Other,0
2021,Q3,August,08,British Columbia,Vancouver - Victoria,Linear Television,Specialty TV,207590
2021,Q3,July,07,Quebec,Saguenay,Linear Television,Spot TV,5367
2020,Q4,October,10,British Columbia,Vancouver - Victoria,Magazines,Newspaper Magazines,642
2019,Q1,March,03,Saskatchewan,Saskatoon,Newspapers,Community Newspaper,7111
2021,Q2,June,06,Saskatchewan,Prince Albert,Radio,Spot Radio,22028
2023,Q3,July,07,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Spot Radio,6647663
2019,Q4,October,10,British Columbia,Dawson Creek,Linear Television,Spot TV,14311
2020,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Ad Sales House,219
2022,Q3,August,08,Nova Scotia,Sydney - Glace Bay,Radio,Spot Radio,48101
2020,Q2,May,05,Newfoundland and Labrador,St. Johns - Corner Brook,Newspapers,Community Newspaper,16801
2021,Q1,February,02,Saskatchewan,Swift Current,Linear Television,Conventional TV,5244
2023,Q3,August,08,National,National,Out of Home,Other,271548
2022,Q1,January,01,Quebec,Trois -Rivieres - Shawinigan,Radio,Spot Radio,65752
2020,Q1,March,03,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Dailies,4127
2021,Q3,August,08,British Columbia,Vancouver - Victoria,Newspapers,Other,145249
2019,Q3,September,09,Ontario,Sault Sainte Marie,Radio,Spot Radio,76446
2021,Q4,November,11,Alberta,Lloydminster,Radio,Spot Radio,87211
2019,Q4,October,10,Ontario,Sudbury - Timmins - North Bay,Linear Television,Spot TV,33012
2018,Q4,November,11,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,228476
2018,Q2,June,06,Multi-Market,Multi-Market,Out of Home,Other,877485
2022,Q3,July,07,Multi-Market,Ottawa - Gatineau,Magazines,Trade Magazines,4117
2018,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Dailies,698547
2019,Q3,July,07,Quebec,Montreal - Laval,Out of Home,Other,988024
2022,Q3,July,07,Saskatchewan,Regina - Moose Jaw,Newspapers,Community Newspaper,2318
2022,Q2,April,04,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Other,260057
2020,Q3,September,09,Quebec,Quebec City - Levis,Linear Television,Specialty TV,58117
2023,Q2,June,06,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Spot TV,25238
2022,Q1,January,01,Ontario,Kenora,Linear Television,Conventional TV,0
2021,Q4,October,10,Nova Scotia,Sydney - Glace Bay,Radio,Spot Radio,31323
2018,Q4,November,11,Ontario,Thunder Bay,Linear Television,Conventional TV,113633
2018,Q4,December,12,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Dailies,8041
2021,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Consumer Magazines,66052
2023,Q2,May,05,Saskatchewan,Yorkton,Linear Television,Conventional TV,2399
2022,Q4,October,10,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Dailies,2756
2022,Q3,July,07,National,National,Newspapers,Community Newspaper,12918
2019,Q1,March,03,Multi-Market,Ottawa - Gatineau,Digital,Print - Digital,2507
2019,Q4,December,12,British Columbia,Vancouver - Victoria,Newspapers,Other,1495
2021,Q1,February,02,Alberta,Medicine Hat,Linear Television,Spot TV,6794
2020,Q3,August,08,British Columbia,Dawson Creek,Radio,Spot Radio,37702
2022,Q3,September,09,Ontario,Pembroke - Petawawa,Radio,Spot Radio,47099
2018,Q3,August,08,Manitoba,Winnipeg - Brandon,Linear Television,Conventional TV,520131
2023,Q3,August,08,Quebec,Trois -Rivieres - Shawinigan,Radio,Spot Radio,73029
2019,Q1,February,02,Nova Scotia,Halifax - Dartmouth,Radio,Spot Radio,354537
2023,Q1,February,02,Ontario,Barrie - Orillia,Newspapers,Dailies,8131
2021,Q3,July,07,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Spot TV,11499
2021,Q2,June,06,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Spot TV,46980
2022,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,259222
2022,Q3,August,08,Multi-Market,Multi-Market,Newspapers,Business Journals,3895
2018,Q4,November,11,Ontario,Sault Sainte Marie,Linear Television,Conventional TV,52776
2022,Q2,May,05,Quebec,Rouyn - Noranda - Val D'Or,Radio,Spot Radio,75217
2020,Q3,September,09,Ontario,London - Woodstock - Wingham,Linear Television,Spot TV,38716
2023,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Community Newspaper,170711
2018,Q2,April,04,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Spot Radio,13099357
2023,Q3,September,09,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Specialty TV,3867
2021,Q2,June,06,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,107914
2019,Q4,November,11,Alberta,Red Deer,Radio,Spot Radio,109681
2020,Q3,July,07,British Columbia,Vancouver - Victoria,Magazines,Other,1471
2020,Q2,May,05,British Columbia,Vancouver - Victoria,Linear Television,Specialty TV,86503
2022,Q3,August,08,Newfoundland and Labrador,St. Johns - Corner Brook,Radio,Spot Radio,135711
2018,Q3,September,09,National,National,Digital,Pure Play - Social,50106420
2020,Q1,February,02,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Conventional TV,122815
2022,Q4,December,12,Multi-Market,Multi-Market,Newspapers,Community Newspaper,7482
2018,Q2,April,04,Multi-Market,Multi-Market,Newspapers,Ad Sales House,20588
2019,Q4,October,10,Saskatchewan,Prince Albert,Linear Television,Specialty TV,11175
2023,Q3,July,07,Alberta,Edmonton,Linear Television,Spot TV,638863
2021,Q3,August,08,Multi-Market,Multi-Market,Newspapers,Community Newspaper,106378
2023,Q3,July,07,Ontario,Kingston,Radio,Spot Radio,166216
2023,Q2,April,04,Northwest Territories,Yellowknife,Radio,Spot Radio,9728
2018,Q2,May,05,Alberta,Calgary - Lethbridge,Magazines,Consumer Magazines,14011
2022,Q1,March,03,Ontario,Kenora,Radio,Spot Radio,33302
2018,Q2,April,04,Multi-Market,Multi-Market,Out of Home,Cinema,3595902
2018,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Spot Radio,9020926
2018,Q1,March,03,Prince Edward Island,Charlottetown,Newspapers,Dailies,5941
2020,Q4,December,12,Saskatchewan,Yorkton,Linear Television,Specialty TV,5603
2019,Q1,March,03,Multi-Market,Ottawa - Gatineau,Linear Television,Spot TV,607423
2021,Q4,October,10,Quebec,Chaleur Bay - Carleton,Linear Television,Spot TV,349
2022,Q3,July,07,Ontario,Barrie - Orillia,Radio,Network Radio,428
2020,Q4,October,10,Quebec,Saguenay,Newspapers,Community Newspaper,15903
2018,Q4,November,11,British Columbia,Dawson Creek,Magazines,Newspaper Magazines,6588
2018,Q1,January,01,Quebec,Sherbrooke,Radio,Spot Radio,285810
2019,Q3,September,09,British Columbia,Vancouver - Victoria,Out of Home,Transit,36706
2020,Q3,August,08,British Columbia,Prince George,Linear Television,Conventional TV,28517
2023,Q1,March,03,Alberta,Lloydminster,Linear Television,Specialty TV,269
2020,Q1,February,02,Manitoba,Winnipeg - Brandon,Linear Television,Spot TV,458941
2020,Q3,July,07,Quebec,Quebec City - Levis,Radio,Other,2676
2023,Q1,March,03,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Spot TV,47954
2019,Q4,November,11,Ontario,Peterborough - Belleville - Trenton,Linear Television,Conventional TV,173480
2021,Q4,December,12,Ontario,Thunder Bay,Linear Television,Specialty TV,16393
2020,Q1,March,03,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Specialty TV,23713
2021,Q4,December,12,British Columbia,Dawson Creek,Linear Television,Specialty TV,129762
2022,Q1,March,03,National,National,Newspapers,Dailies,1540265
2019,Q4,October,10,British Columbia,Prince George,Newspapers,Dailies,882
2023,Q1,March,03,Saskatchewan,Swift Current,Linear Television,Specialty TV,0
2021,Q2,May,05,Nova Scotia,Halifax - Dartmouth,Linear Television,Conventional TV,297823
2023,Q2,April,04,Alberta,Calgary - Lethbridge,Out of Home,Billboards,70426
2022,Q2,June,06,British Columbia,Prince George,Radio,Spot Radio,114620
2023,Q3,September,09,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Pure Play - Internet Radio,0
2021,Q3,August,08,Alberta,Lloydminster,Radio,Spot Radio,94023
2018,Q2,June,06,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,25235
2022,Q1,March,03,Prince Edward Island,Charlottetown,Linear Television,Spot TV,8885
2019,Q2,May,05,Alberta,Calgary - Lethbridge,Linear Television,Specialty TV,515134
2018,Q1,January,01,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Dailies,19853
2023,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Other,345857
2020,Q2,April,04,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,45504
2018,Q1,February,02,Nova Scotia,Halifax - Dartmouth,Linear Television,Conventional TV,1500033
2020,Q3,August,08,Quebec,Montreal - Laval,Out of Home,Street Furniture/Retail,305936
2020,Q4,December,12,Ontario,Sault Sainte Marie,Newspapers,Dailies,2674
2019,Q3,August,08,Multi-Market,Ottawa - Gatineau,Linear Television,Conventional TV,1018358
2020,Q3,August,08,Multi-Market,Multi-Market,Out of Home,Stadiums & Arenas,906864
2020,Q2,June,06,British Columbia,Vancouver - Victoria,Linear Television,Spot TV,2370287
2023,Q2,June,06,Ontario,Kenora,Linear Television,Specialty TV,137
2020,Q4,October,10,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Conventional TV,56086
2019,Q2,May,05,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Billboards,1224
2020,Q3,August,08,Saskatchewan,Regina - Moose Jaw,Out of Home,Billboards,31446
2022,Q3,August,08,Quebec,Montreal - Laval,Digital,Pure Play - Content,2941
2019,Q1,March,03,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Specialty TV,63557
2019,Q1,January,01,National,National,Newspapers,Dailies,876283
2019,Q3,September,09,Multi-Market,Multi-Market,Out of Home,Transit,152555
2019,Q3,August,08,Quebec,Quebec City - Levis,Radio,Spot Radio,433299
2023,Q3,July,07,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Dailies,1481
2018,Q3,August,08,Quebec,Quebec City - Levis,Radio,Other,5200
2018,Q4,November,11,Ontario,Peterborough - Belleville - Trenton,Radio,Spot Radio,336829
2020,Q2,April,04,Ontario,Peterborough - Belleville - Trenton,Linear Television,Specialty TV,6716
2019,Q1,January,01,Alberta,Calgary - Lethbridge,Linear Television,Conventional TV,1263988
2023,Q2,May,05,Multi-Market,Multi-Market,Out of Home,Ad Sales House,745804
2020,Q4,December,12,British Columbia,Vancouver - Victoria,Newspapers,Community Newspaper,544819
2022,Q3,September,09,Quebec,Riviere Du Loup,Newspapers,Community Newspaper,6095
2018,Q4,November,11,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Spot TV,11391
2022,Q1,February,02,Alberta,Edmonton,Digital,Print - Digital,1176
2022,Q1,March,03,British Columbia,Prince George,Radio,Spot Radio,101251
2018,Q2,May,05,Ontario,Kenora,Linear Television,Conventional TV,1789
2019,Q4,October,10,Ontario,Kingston,Linear Television,Spot TV,41514
2023,Q1,February,02,Prince Edward Island,Charlottetown,Linear Television,Spot TV,804
2022,Q2,May,05,British Columbia,Prince George,Linear Television,Spot TV,8996
2022,Q1,February,02,Alberta,Calgary - Lethbridge,Radio,Spot Radio,1076768
2021,Q4,October,10,British Columbia,Vancouver - Victoria,Radio,Other,4235
2022,Q2,May,05,Nova Scotia,Halifax - Dartmouth,Newspapers,Community Newspaper,17008
2018,Q4,October,10,Multi-Market,Multi-Market,Out of Home,Street Furniture/Retail,978500
2020,Q1,February,02,Ontario,Kingston,Linear Television,Spot TV,16681
2018,Q4,October,10,Alberta,Medicine Hat,Radio,Spot Radio,305190
2022,Q2,April,04,Manitoba,Winnipeg - Brandon,Linear Television,Specialty TV,205790
2021,Q3,September,09,National,National,Out of Home,Other,88464
2022,Q3,July,07,National,National,Digital,Mobile Ad Network/Ad Exchange,1021171
2019,Q2,April,04,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Radio,Spot Radio,758808
2020,Q3,August,08,National,National,Newspapers,Ad Sales House,4409
2019,Q4,November,11,Quebec,Riviere Du Loup,Linear Television,Conventional TV,71017
2022,Q2,April,04,Saskatchewan,Prince Albert,Radio,Spot Radio,12906
2022,Q4,November,11,Multi-Market,Multi-Market,Out of Home,Other,566453
2018,Q2,June,06,Quebec,Riviere Du Loup,Linear Television,Spot TV,2929
2018,Q3,September,09,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Business Journals,5958
2022,Q1,February,02,Saskatchewan,Regina - Moose Jaw,Out of Home,Other,800
2019,Q1,March,03,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Conventional TV,100248
2020,Q4,October,10,British Columbia,Dawson Creek,Linear Television,Conventional TV,3525
2023,Q1,January,01,Ontario,Barrie - Orillia,Newspapers,Community Newspaper,28401
2019,Q4,October,10,British Columbia,Vancouver - Victoria,Magazines,Trade Magazines,19289
